2.174999, 0, 0, 4.724997
0, 0, 0, 3.674998
5.759996, 0, 0, 3.179997
13.78511, 2, 1, 1.544999
36.40433, 8, 11, 28.45505
44.474, 12, 9, 20.25
22.4999, 5, 3, 4.739996
50.50376, 15, 15, 17.32501
28.46965, 7, 7, 16.18502
42.67408, 12, 11, 13.41
45.50896, 12, 13, 4.964997
51.61371, 16, 13, 6.074996
21.58493, 3, 4, 8.309994
21.11995, 3, 3, 11.22
20.60997, 3, 6, 10.755
42.97406, 13, 11, 10.05
22.79988, 2, 6, 14.925
30.38957, 6, 5, 8.295006
21.77992, 3, 6, 11.985
38.00927, 10, 9, 16.14001
5.684997, 0, 0, 0
15.58515, 0, 3, 13.36499
19.60501, 3, 4, 7.259995
12.76509, 0, 2, 5.879995
15.21014, 1, 2, 5.969995
28.61965, 6, 7, 7.769995
19.78501, 3, 3, 4.604996
45.64396, 12, 10, 6.539995
21.77992, 2, 2, 2.999998
13.90511, 1, 3, 7.559995
20.75997, 3, 5, 7.634994
36.85431, 10, 7, 4.979996
25.72476, 4, 5, 9.660004
21.88492, 3, 5, 12.255
23.44486, 4, 5, 8.939994
28.73964, 7, 6, 5.474996
53.11365, 15, 13, 11.46
5.684997, 0, 0, 0
22.75488, 4, 4, 8.880001
20.95496, 2, 3, 8.519995
21.49494, 4, 5, 10.45502
40.13918, 12, 8, 9.329993
47.75887, 14, 16, 31.665
